oopID;rate;data
170612;0.348655555556;{'12-2013': 0.0, '12-2014': 1.0, '9-2013': 1.0, '7-2014': 0.0, '7-2015': 0.0, '1-2014': 2.0, '10-2014': 0.0, '11-2013': 1.0, '8-2013': 1.0, '9-2015': 1.0, '5-2014': 2.0, '3-2014': -1.0, '2-2014': 0.0, '8-2014': 1.0, '6-2014': 2.0, '9-2014': 0.0, '10-2013': -1.0, '5-2015': 1.0}
051011;0.273395833333;{'12-2014': 2.0, '8-2013': 2.0, '7-2014': 0.0, '9-2014': 1.0, '4-2014': 1.0, '3-2014': 0.0, '11-2013': 0.0, '7-2013': 0.0, '8-2014': 0.0, '6-2013': 0.0, '1-2013': 1.0, '10-2013': 0.0, '5-2013': 2.0, '12-2013': 0.0, '8-2015': 2.0, '4-2013': -2.0, '10-2014': 1.0, '3-2013': 2.0, '6-2014': 1.0, '9-2015': 1.0, '5-2014': 2.0, '2-2014': 1.0, '1-2014': 1.0, '2-2013': 0.0}
001213;17.423069697;{'12-2014': 41.0, '7-2014': 37.0, '8-2013': 55.0, '5-2015': 34.0, '9-2014': 39.0, '4-2014': 39.0, '7-2015': 38.0, '3-2014': 43.0, '11-2013': 40.0, '7-2013': 47.0, '8-2014': 38.0, '9-2013': 56.0, '1-2013': 48.0, '6-2014': 38.0, '5-2013': 50.0, '12-2013': 40.0, '11-2014': 36.0, '8-2015': 40.0, '4-2015': 40.0, '2-2015': 28.0, '1-2014': 49.0, '10-2014': 29.0, '5-2014': 32.0, '10-2013': 55.0, '9-2015': 39.0, '3-2013': 44.0, '3-2015': 36.0, '2-2014': 34.0, '4-2013': 58.0, '6-2013': 43.0, '2-2013': 64.0, '6-2015': 41.0, '1-2015': 30.0}
001313;1.94161212121;{'12-2014': 1.0, '7-2014': 6.0, '8-2013': 5.0, '5-2015': 10.0, '9-2014': 5.0, '4-2014': 4.0, '7-2015': 3.0, '3-2014': 5.0, '11-2013': 3.0, '7-2013': 6.0, '8-2014': 6.0, '9-2013': 1.0, '1-2013': 8.0, '6-2014': 7.0, '5-2013': 5.0, '12-2013': 5.0, '11-2014': 0.0, '8-2015': 9.0, '4-2015': 6.0, '2-2015': 6.0, '1-2014': 2.0, '10-2014': 2.0, '5-2014': 5.0, '10-2013': 8.0, '9-2015': 6.0, '3-2013': 1.0, '3-2015': 4.0, '2-2014': 3.0, '4-2013': 4.0, '6-2013': 7.0, '2-2013': 2.0, '6-2015': 4.0, '1-2015': 4.0}
001317;0.773474193548;{'12-2014': 2.0, '1-2013': 2.0, '8-2013': 1.0, '5-2015': 2.0, '4-2014': 1.0, '7-2015': 0.0, '3-2014': 2.0, '11-2013': 0.0, '7-2013': 1.0, '8-2014': 2.0, '9-2013': 0.0, '9-2014': 1.0, '6-2014': 4.0, '5-2013': 2.0, '12-2013': 4.0, '11-2014': 1.0, '8-2015': 2.0, '4-2015': 3.0, '2-2015': 3.0, '1-2014': 1.0, '10-2014': 1.0, '3-2013': 2.0, '10-2013': 2.0, '9-2015': 1.0, '5-2014': 3.0, '3-2015': 2.0, '7-2014': 1.0, '4-2013': 2.0, '6-2013': 4.0, '2-2013': 1.0, '6-2015': 1.0}
170918;0.224033333333;{'12-2014': 0.0, '9-2013': -1.0, '5-2015': 0.0, '4-2014': 0.0, '7-2015': 1.0, '3-2014': 0.0, '10-2014': 1.0, '8-2013': 2.0, '11-2014': 1.0, '4-2013': 1.0, '5-2014': 1.0, '3-2015': 1.0, '2-2014': 2.0, '8-2014': 1.0, '4-2015': 1.0, '6-2013': 0.0, '6-2014': 0.0, '5-2013': 2.0}
001315;0.784927272727;{'12-2014': 3.0, '7-2014': 1.0, '8-2013': 1.0, '5-2015': 4.0, '9-2014': 1.0, '4-2014': 1.0, '7-2015': 4.0, '3-2014': 4.0, '11-2013': 7.0, '7-2013': 3.0, '8-2014': 2.0, '9-2013': 2.0, '1-2013': 2.0, '6-2014': 1.0, '5-2013': 2.0, '12-2013': 6.0, '11-2014': 4.0, '8-2015': 4.0, '4-2015': 3.0, '2-2015': 2.0, '1-2014': 3.0, '10-2014': 4.0, '5-2014': 4.0, '10-2013': 2.0, '9-2015': 1.0, '3-2013': 6.0, '3-2015': 1.0, '2-2014': 0.0, '4-2013': 3.0, '6-2013': 1.0, '2-2013': 3.0, '6-2015': 9.0, '1-2015': 1.0}
020213;0.804566666667;{'8-2013': 1.0, '9-2013': -1.0, '2-2014': 1.0}
011121;0.351015384615;{'12-2013': 0.0, '2-2015': 0.0, '3-2014': 0.0, '2-2014': 1.0, '8-2013': 0.0, '11-2013': 1.0, '7-2013': 1.0, '6-2014': 2.0, '3-2013': 1.0, '7-2014': 0.0, '4-2013': 0.0, '6-2013': 1.0, '1-2015': 1.0}
010811;1.19786666667;{'12-2013': 0.0, '12-2014': 3.0, '9-2013': 4.0, '9-2014': 1.0, '4-2014': 0.0, '3-2014': 1.0, '8-2013': 4.0, '10-2014': 1.0, '11-2013': 6.0, '7-2013': 3.0, '10-2013': 3.0, '11-2014': 1.0, '3-2013': 0.0, '3-2015': 0.0, '7-2014': 0.0, '8-2014': 0.0, '4-2015': 1.0, '6-2013': 1.0, '2-2013': 1.0, '6-2014': 1.0, '1-2015': 1.0}
031115;nan;{}
010119;0.498375;{'12-2013': 1.0, '4-2013': 1.0, '5-2013': 0.0, '9-2015': 1.0}
051019;4.322;{'12-2013': 1.0, '2-2015': 2.0, '1-2014': 1.0, '4-2015': -1.0, '3-2015': 1.0, '2-2014': 1.0, '4-2014': 0.0, '3-2014': 2.0, '9-2014': 1.0, '5-2015': 0.0}
030812;0.154266666667;{'12-2014': 1.0, '10-2014': -1.0, '8-2014': 1.0}
001411;1.91066969697;{'12-2014': 11.0, '7-2014': 10.0, '8-2013': 8.0, '5-2015': 11.0, '9-2014': 12.0, '4-2014': 8.0, '7-2015': 7.0, '3-2014': 7.0, '11-2013': 15.0, '7-2013': 14.0, '8-2014': 13.0, '9-2013': 16.0, '1-2013': 11.0, '6-2014': 13.0, '5-2013': 8.0, '12-2013': 14.0, '11-2014': 7.0, '8-2015': 9.0, '4-2015': 11.0, '2-2015': 7.0, '1-2014': 17.0, '10-2014': 15.0, '5-2014': 11.0, '10-2013': 13.0, '9-2015': 9.0, '3-2013': 15.0, '3-2015': 10.0, '2-2014': 13.0, '4-2013': 10.0, '6-2013': 8.0, '2-2013': 12.0, '6-2015': 16.0, '1-2015': 3.0}
030413;nan;{}
030416;nan;{}
040236;0.750009090909;{'12-2014': 1.0, '7-2014': 3.0, '8-2013': 3.0, '5-2015': 0.0, '9-2014': 2.0, '4-2014': -1.0, '7-2015': 2.0, '3-2014': 2.0, '11-2013': 3.0, '7-2013': 1.0, '8-2014': 2.0, '9-2013': 6.0, '1-2013': 2.0, '6-2014': 4.0, '5-2013': 6.0, '12-2013': 2.0, '11-2014': 3.0, '8-2015': 0.0, '4-2015': 3.0, '2-2015': 3.0, '1-2014': 1.0, '10-2014': 0.0, '5-2014': 4.0, '10-2013': 4.0, '9-2015': 3.0, '3-2013': 2.0, '3-2015': -1.0, '2-2014': 2.0, '4-2013': 4.0, '6-2013': 0.0, '2-2013': 2.0, '6-2015': 1.0, '1-2015': 0.0}
170613;2.3925030303;{'12-2014': 7.0, '7-2014': 1.0, '8-2013': 2.0, '5-2015': 2.0, '9-2014': 5.0, '4-2014': 9.0, '7-2015': 5.0, '3-2014': 4.0, '11-2013': 10.0, '7-2013': 3.0, '8-2014': 4.0, '9-2013': 5.0, '1-2013': 8.0, '6-2014': 6.0, '5-2013': 5.0, '12-2013': 16.0, '11-2014': 6.0, '8-2015': 3.0, '4-2015': 6.0, '2-2015': 4.0, '1-2014': 9.0, '10-2014': 4.0, '5-2014': 5.0, '10-2013': 7.0, '9-2015': 2.0, '3-2013': 6.0, '3-2015': 5.0, '2-2014': 9.0, '4-2013': 15.0, '6-2013': 6.0, '2-2013': 7.0, '6-2015': 5.0, '1-2015': 5.0}
001111;46.4434;{'12-2014': 49.0, '7-2014': 52.0, '8-2013': 62.0, '5-2015': 60.0, '9-2014': 53.0, '4-2014': 40.0, '7-2015': 59.0, '3-2014': 50.0, '11-2013': 58.0, '7-2013': 88.0, '8-2014': 50.0, '9-2013': 39.0, '1-2013': 70.0, '6-2014': 31.0, '5-2013': 74.0, '12-2013': 90.0, '11-2014': 59.0, '8-2015': 76.0, '4-2015': 57.0, '2-2015': 36.0, '1-2014': 58.0, '10-2014': 58.0, '5-2014': 42.0, '10-2013': 53.0, '9-2015': 70.0, '3-2013': 78.0, '3-2015': 64.0, '2-2014': 43.0, '4-2013': 95.0, '6-2013': 83.0, '2-2013': 64.0, '6-2015': 61.0, '1-2015': 60.0}
050212;0.692975;{'12-2014': 1.0, '9-2013': 0.0, '7-2015': 1.0, '4-2013': 0.0, '7-2013': 1.0, '11-2014': 2.0, '3-2013': 0.0, '3-2015': 0.0, '6-2013': 2.0, '2-2013': 2.0, '1-2015': 0.0, '9-2015': 0.0}
040912;0.467738461538;{'12-2013': 0.0, '12-2014': 0.0, '9-2013': 3.0, '2-2014': 1.0, '4-2013': 1.0, '10-2014': 1.0, '11-2013': 1.0, '11-2014': 1.0, '3-2013': 1.0, '7-2014': 1.0, '3-2014': 0.0, '9-2014': 2.0, '10-2013': 0.0}
180416;0.423828571429;{'9-2015': 0.0, '5-2014': 1.0, '4-2014': 1.0, '7-2015': 1.0, '8-2014': 0.0, '6-2014': 0.0, '7-2013': 1.0}
011112;0.404711538462;{'12-2014': 1.0, '5-2015': 1.0, '4-2014': 1.0, '7-2015': 0.0, '3-2014': 0.0, '11-2013': 0.0, '8-2014': 1.0, '6-2013': 0.0, '9-2014': 0.0, '10-2013': 1.0, '5-2013': 0.0, '12-2013': 1.0, '11-2014': 2.0, '8-2015': 1.0, '9-2013': 0.0, '2-2015': 1.0, '1-2014': 1.0, '6-2014': 1.0, '9-2015': 1.0, '4-2013': 2.0, '5-2014': 2.0, '3-2015': 0.0, '7-2014': 2.0, '8-2013': 2.0, '2-2013': 1.0, '6-2015': 1.0}
001119;0.669225;{'12-2014': 1.0, '5-2015': 2.0, '9-2014': 1.0, '4-2014': 2.0, '7-2015': 1.0, '8-2013': 1.0, '7-2013': 1.0, '2-2014': 1.0, '8-2014': 1.0, '4-2015': 3.0, '1-2013': 1.0, '6-2014': 1.0, '5-2013': 2.0, '9-2013': 0.0, '10-2014': 0.0, '10-2013': 0.0, '5-2014': 1.0, '3-2015': 2.0, '7-2014': 0.0, '3-2014': 0.0, '6-2013': -2.0, '2-2013': 1.0, '6-2015': -2.0, '1-2015': 0.0}
180526;0.58535;{'8-2013': 1.0, '9-2014': 1.0, '9-2013': 0.0, '10-2014': 0.0}
030115;0.0;{'1-2013': 1.0, '2-2013': -1.0}
010320;0.1952;{'1-2014': 1.0, '3-2014': 0.0, '10-2013': 1.0, '7-2014': 0.0, '8-2014': 0.0}
001251;nan;{}
161716;0.273033333333;{'9-2013': 1.0, '11-2013': -1.0, '2-2014': 1.0}
020218;1.35688;{'11-2014': 0.0, '7-2015': 1.0, '5-2014': 1.0, '10-2014': 1.0, '9-2015': 1.0}
030517;4.59098484848;{'12-2014': 11.0, '7-2014': 2.0, '8-2013': 6.0, '5-2015': 3.0, '9-2014': 2.0, '4-2014': 3.0, '7-2015': 3.0, '3-2014': 2.0, '11-2013': 7.0, '7-2013': 6.0, '8-2014': 2.0, '9-2013': 11.0, '1-2013': 6.0, '6-2014': -1.0, '5-2013': 6.0, '12-2013': 8.0, '11-2014': 11.0, '8-2015': 5.0, '4-2015': 6.0, '2-2015': 5.0, '1-2014': 5.0, '10-2014': 7.0, '5-2014': 2.0, '10-2013': 4.0, '9-2015': 8.0, '3-2013': 8.0, '3-2015': 3.0, '2-2014': 5.0, '4-2013': 3.0, '6-2013': 6.0, '2-2013': 12.0, '6-2015': 2.0, '1-2015': 10.0}
031110;0.8233;{'4-2015': 1.0}
010110;1.07613333333;{'12-2014': 4.0, '7-2014': 1.0, '8-2013': 3.0, '5-2015': 2.0, '9-2014': 1.0, '4-2014': 0.0, '7-2015': 5.0, '3-2014': 2.0, '11-2013': 4.0, '7-2013': 1.0, '8-2014': 10.0, '9-2013': 1.0, '1-2013': 2.0, '6-2014': 1.0, '5-2013': 1.0, '12-2013': 1.0, '11-2014': 7.0, '8-2015': 2.0, '4-2015': 2.0, '2-2015': 4.0, '1-2014': 2.0, '10-2014': 0.0, '5-2014': 2.0, '10-2013': 3.0, '9-2015': 1.0, '3-2013': 1.0, '3-2015': 5.0, '2-2014': 1.0, '4-2013': 0.0, '6-2013': 3.0, '2-2013': 3.0, '6-2015': 3.0, '1-2015': 2.0}
050411;0.301566666667;{'12-2013': 2.0, '8-2015': 0.0, '9-2013': 0.0, '2-2014': 0.0, '7-2015': 1.0, '8-2013': 2.0, '8-2014': 0.0, '11-2013': 1.0, '7-2013': 0.0, '6-2014': 1.0, '9-2015': 1.0, '4-2013': 0.0, '3-2013': 3.0, '7-2014': 0.0, '1-2014': 1.0, '6-2013': 1.0, '9-2014': 1.0, '2-2013': 2.0, '6-2015': -1.0, '1-2013': 1.0, '5-2015': 1.0}
030515;0.596875;{'12-2014': 1.0, '7-2014': 1.0, '5-2015': 1.0, '9-2014': 1.0, '4-2014': 0.0, '7-2015': 2.0, '3-2014': -1.0, '11-2013': 2.0, '7-2013': 2.0, '8-2014': 1.0, '9-2013': 1.0, '1-2013': 2.0, '6-2014': 1.0, '5-2013': 3.0, '12-2013': 4.0, '11-2014': 1.0, '8-2015': 0.0, '4-2015': 1.0, '2-2015': 1.0, '4-2013': 2.0, '10-2014': 4.0, '5-2014': 0.0, '10-2013': 0.0, '9-2015': 2.0, '3-2013': 4.0, '3-2015': 2.0, '2-2014': 2.0, '8-2013': -1.0, '6-2013': 3.0, '2-2013': 3.0, '6-2015': 4.0, '1-2015': 1.0}
020515;0.236171428571;{'12-2013': 0.0, '11-2014': 0.0, '1-2013': 1.0, '8-2015': 2.0, '4-2015': 0.0, '2-2014': 1.0, '3-2013': 0.0, '3-2014': 1.0, '11-2013': 1.0, '10-2013': 1.0, '9-2015': -1.0, '4-2013': 1.0, '5-2014': 3.0, '3-2015': 2.0, '7-2014': 1.0, '8-2014': 0.0, '9-2014': 0.0, '2-2013': 2.0, '6-2015': 0.0, '6-2014': 1.0, '5-2013': 0.0}
171115;0.248236363636;{'12-2014': 1.0, '2-2014': 1.0, '9-2014': 1.0, '4-2014': 0.0, '7-2015': 1.0, '8-2013': 1.0, '7-2013': 0.0, '8-2014': 0.0, '6-2013': 0.0, '1-2013': 0.0, '10-2013': 0.0, '5-2013': 1.0, '12-2013': 2.0, '8-2015': -1.0, '2-2015': 0.0, '4-2013': 1.0, '10-2014': 0.0, '5-2014': 1.0, '3-2015': 0.0, '7-2014': 0.0, '1-2014': 2.0, '1-2015': 1.0}
031118;0.324166666667;{'3-2013': -1.0, '2-2013': 1.0, '7-2014': 1.0}
180116;0.539182758621;{'12-2014': 3.0, '1-2013': 3.0, '8-2013': 3.0, '5-2015': 0.0, '4-2014': 1.0, '7-2015': 2.0, '3-2014': 1.0, '11-2013': 1.0, '7-2013': 0.0, '7-2014': -1.0, '6-2013': 2.0, '9-2013': -1.0, '9-2014': 0.0, '10-2013': 0.0, '5-2013': 1.0, '12-2013': 2.0, '11-2014': 1.0, '8-2015': 0.0, '4-2015': 1.0, '2-2015': 1.0, '1-2014': 3.0, '10-2014': 1.0, '9-2015': 0.0, '5-2014': 1.0, '3-2015': 1.0, '2-2014': 3.0, '4-2013': 0.0, '2-2013': 1.0, '6-2015': 3.0}
061215;0.23105;{'5-2015': 1.0, '4-2014': 1.0, '7-2015': 0.0, '8-2013': 1.0, '7-2013': 1.0, '6-2014': 0.0, '3-2013': 0.0, '7-2014': 1.0, '6-2013': 1.0, '1-2013': 1.0, '2-2013': 1.0, '9-2014': 0.0, '5-2013': 0.0, '10-2013': -1.0}
060211;2.06191818182;{'12-2014': 11.0, '7-2014': 7.0, '8-2013': 10.0, '5-2015': 9.0, '9-2014': 13.0, '4-2014': 9.0, '7-2015': 12.0, '3-2014': 8.0, '11-2013': 11.0, '7-2013': 10.0, '8-2014': 11.0, '9-2013': 10.0, '1-2013': 19.0, '6-2014': 10.0, '5-2013': 10.0, '12-2013': 10.0, '11-2014': 10.0, '8-2015': 3.0, '4-2015': 12.0, '2-2015': 9.0, '1-2014': 9.0, '10-2014': 10.0, '5-2014': 11.0, '10-2013': 15.0, '9-2015': 9.0, '3-2013': 20.0, '3-2015': 13.0, '2-2014': 18.0, '4-2013': 14.0, '6-2013': 18.0, '2-2013': 18.0, '6-2015': 3.0, '1-2015': 5.0}
040915;0.358613333333;{'12-2013': -1.0, '12-2014': 1.0, '8-2015': 0.0, '7-2015': 1.0, '4-2013': 0.0, '8-2014': 2.0, '11-2013': 1.0, '7-2013': 0.0, '5-2014': 1.0, '2-2014': 1.0, '3-2014': -1.0, '6-2013': 2.0, '9-2014': 0.0, '2-2013': 1.0, '6-2014': 0.0}
020817;0.321757142857;{'3-2013': 1.0, '9-2013': 1.0, '4-2013': 0.0, '8-2013': -1.0, '10-2013': 0.0, '7-2013': 2.0, '11-2013': 0.0}
041014;0.3129;{'1-2014': 0.0, '3-2014': 0.0, '5-2015': 2.0, '7-2015': 1.0, '4-2013': 1.0, '3-2013': 0.0, '10-2013': 1.0, '5-2014': 1.0, '8-2013': 2.0, '6-2013': 0.0, '1-2013': 1.0, '6-2015': -1.0, '6-2014': -1.0, '5-2013': 1.0}
070410;0.7284;{'12-2013': 1.0}
030513;0.273253846154;{'2-2015': 1.0, '8-2013': 0.0, '7-2014': 0.0, '4-2014': 0.0, '7-2015': 0.0, '3-2014': 1.0, '11-2013': 1.0, '7-2013': 1.0, '6-2013': 2.0, '9-2013': 3.0, '9-2014': 1.0, '10-2013': 0.0, '5-2013': 1.0, '9-2015': 1.0, '8-2015': 0.0, '4-2015': 1.0, '4-2013': 0.0, '10-2014': 1.0, '6-2014': 3.0, '11-2014': 1.0, '3-2013': 1.0, '3-2015': 1.0, '2-2014': 0.0, '1-2014': 1.0, '2-2013': 3.0, '1-2015': 1.0}
020617;1.29325;{'1-2014': 0.0, '9-2013': 2.0, '5-2015': 1.0, '7-2015': 0.0, '3-2014': 1.0, '3-2013': 2.0, '10-2013': 0.0, '5-2014': 0.0, '4-2013': 1.0, '6-2013': 0.0, '9-2014': 1.0, '1-2015': 0.0}
001311;2.75788787879;{'12-2014': 3.0, '7-2014': 14.0, '8-2013': 14.0, '5-2015': 10.0, '9-2014': 8.0, '4-2014': 11.0, '7-2015': 6.0, '3-2014': 9.0, '11-2013': 12.0, '7-2013': 12.0, '8-2014': 13.0, '9-2013': 20.0, '1-2013': 12.0, '6-2014': 10.0, '5-2013': 23.0, '12-2013': 23.0, '11-2014': 14.0, '8-2015': 11.0, '4-2015': 9.0, '2-2015': 13.0, '1-2014': 8.0, '10-2014': 9.0, '5-2014': 4.0, '10-2013': 13.0, '9-2015': 8.0, '3-2013': 19.0, '3-2015': 11.0, '2-2014': 14.0, '4-2013': 12.0, '6-2013': 6.0, '2-2013': 10.0, '6-2015': 9.0, '1-2015': 7.0}
180120;0.960466666667;{'12-2013': 1.0, '7-2015': 1.0, '8-2015': 0.0}
180414;0.443454545455;{'12-2014': 1.0, '5-2015': 2.0, '7-2015': 1.0, '8-2013': 1.0, '11-2013': 1.0, '2-2014': 2.0, '8-2014': -1.0, '1-2013': 1.0, '10-2013': 2.0, '5-2013': 1.0, '12-2013': -1.0, '8-2015': 0.0, '9-2013': 1.0, '4-2013': 1.0, '10-2014': 1.0, '6-2014': 1.0, '11-2014': 0.0, '5-2014': 0.0, '7-2014': 1.0, '3-2014': 0.0, '2-2013': 0.0, '6-2015': 0.0}
190213;0.266431578947;{'12-2014': 4.0, '9-2013': 0.0, '4-2014': 0.0, '3-2014': 1.0, '4-2013': 0.0, '8-2014': 1.0, '8-2013': 1.0, '3-2013': 1.0, '7-2013': 0.0, '10-2013': 0.0, '5-2014': 1.0, '3-2015': 1.0, '2-2014': 0.0, '1-2014': 1.0, '4-2015': 0.0, '6-2013': 1.0, '2-2013': 3.0, '6-2014': 1.0, '1-2015': 0.0}
020322;0.592611111111;{'12-2013': 0.0, '8-2015': 3.0, '9-2013': -1.0, '5-2015': 1.0, '4-2014': 0.0, '7-2015': 0.0, '8-2013': 1.0, '11-2013': 2.0, '7-2013': 0.0, '6-2014': 2.0, '7-2014': -1.0, '3-2015': 1.0, '2-2014': 1.0, '4-2015': 0.0, '6-2015': -1.0, '10-2013': 1.0, '5-2013': 1.0, '1-2015': 1.0}
140913;0.32706;{'3-2013': 0.0, '8-2015': 0.0, '2-2014': 0.0, '6-2013': 0.0, '1-2014': 1.0, '1-2013': 1.0, '2-2013': 1.0, '6-2015': 1.0, '10-2013': 1.0, '5-2013': 1.0}
060219;1.3152;{'12-2014': 5.0, '7-2014': 3.0, '8-2013': 5.0, '5-2015': 3.0, '9-2014': 1.0, '4-2014': 4.0, '7-2015': 8.0, '3-2014': 5.0, '11-2013': 4.0, '7-2013': 7.0, '8-2014': 4.0, '9-2013': 3.0, '1-2013': 6.0, '6-2014': 9.0, '5-2013': 5.0, '12-2013': 2.0, '11-2014': 4.0, '8-2015': 1.0, '4-2015': 3.0, '2-2015': 3.0, '1-2014': 2.0, '10-2014': 2.0, '5-2014': 3.0, '10-2013': 3.0, '9-2015': 1.0, '3-2013': 8.0, '3-2015': 3.0, '2-2014': 2.0, '4-2013': 7.0, '6-2013': 5.0, '2-2013': 5.0, '6-2015': 8.0, '1-2015': 3.0}
