oopID;rate;data
001310;1.85200606061;{'12-2014': 11.0, '7-2014': 4.0, '8-2013': 4.0, '5-2015': 12.0, '9-2014': 4.0, '4-2014': 5.0, '7-2015': 6.0, '3-2014': 8.0, '11-2013': 9.0, '7-2013': 7.0, '8-2014': 6.0, '9-2013': 5.0, '1-2013': 2.0, '6-2014': 2.0, '5-2013': 2.0, '12-2013': 4.0, '11-2014': 4.0, '8-2015': 6.0, '4-2015': 13.0, '2-2015': 1.0, '1-2014': 7.0, '10-2014': 5.0, '5-2014': 2.0, '10-2013': 1.0, '9-2015': 5.0, '3-2013': 5.0, '3-2015': 6.0, '2-2014': 6.0, '4-2013': 3.0, '6-2013': 4.0, '2-2013': 7.0, '6-2015': 10.0, '1-2015': 6.0}
070117;0.960825;{'7-2015': 1.0, '9-2015': 0.0, '6-2015': 1.0, '2-2014': 1.0}
030514;0.419475;{'8-2013': 1.0, '10-2013': 0.0, '7-2013': 1.0, '5-2015': 1.0}
020211;0.674893333333;{'12-2014': 3.0, '1-2013': 1.0, '8-2013': 1.0, '2-2015': 2.0, '7-2015': 5.0, '3-2014': 0.0, '11-2013': 0.0, '7-2013': 6.0, '8-2014': -1.0, '9-2013': -1.0, '9-2014': 4.0, '6-2014': 2.0, '5-2013': 0.0, '12-2013': 1.0, '11-2014': 4.0, '8-2015': 3.0, '4-2015': 1.0, '1-2014': 0.0, '10-2014': 3.0, '3-2013': 2.0, '10-2013': 0.0, '9-2015': 0.0, '5-2014': 3.0, '3-2015': 0.0, '7-2014': 6.0, '4-2013': 0.0, '6-2013': 2.0, '2-2013': 1.0, '6-2015': 1.0, '1-2015': 1.0}
020810;0.0;{'6-2013': 1.0, '7-2013': -1.0}
020517;1.15205;{'6-2013': 1.0, '7-2013': 0.0}
060617;0.2706;{'12-2014': 0.0, '8-2015': 2.0, '1-2013': 1.0, '7-2015': 1.0, '4-2013': 0.0, '11-2014': 1.0, '3-2013': 1.0, '7-2014': 1.0, '8-2014': 0.0, '9-2014': 0.0, '2-2013': 2.0, '6-2014': 1.0, '9-2015': 0.0}
140516;3.80082424242;{'12-2014': 8.0, '7-2014': 8.0, '8-2013': 8.0, '5-2015': 4.0, '9-2014': 6.0, '4-2014': 7.0, '7-2015': 5.0, '3-2014': 5.0, '11-2013': 3.0, '7-2013': 10.0, '8-2014': 4.0, '9-2013': 6.0, '1-2013': 10.0, '6-2014': 7.0, '5-2013': 3.0, '12-2013': 3.0, '11-2014': 7.0, '8-2015': 1.0, '4-2015': 5.0, '2-2015': 5.0, '1-2014': 3.0, '10-2014': 8.0, '5-2014': 7.0, '10-2013': 11.0, '9-2015': 5.0, '3-2013': 8.0, '3-2015': 5.0, '2-2014': 3.0, '4-2013': 13.0, '6-2013': 7.0, '2-2013': 6.0, '6-2015': 8.0, '1-2015': 3.0}
001410;1.26628484848;{'12-2014': 6.0, '7-2014': 8.0, '8-2013': 2.0, '5-2015': 6.0, '9-2014': 3.0, '4-2014': 4.0, '7-2015': 2.0, '3-2014': 4.0, '11-2013': 11.0, '7-2013': 8.0, '8-2014': 2.0, '9-2013': 6.0, '1-2013': 9.0, '6-2014': 2.0, '5-2013': 12.0, '12-2013': 5.0, '11-2014': 7.0, '8-2015': 2.0, '4-2015': 5.0, '2-2015': 4.0, '1-2014': 7.0, '10-2014': 5.0, '5-2014': 6.0, '10-2013': 4.0, '9-2015': 3.0, '3-2013': 5.0, '3-2015': 7.0, '2-2014': 3.0, '4-2013': 2.0, '6-2013': 5.0, '2-2013': 9.0, '6-2015': 6.0, '1-2015': 3.0}
020618;4.384;{'12-2014': 1.0}
060216;5.23268181818;{'12-2014': 18.0, '7-2014': 14.0, '8-2013': 21.0, '5-2015': 14.0, '9-2014': 6.0, '4-2014': 8.0, '7-2015': 7.0, '3-2014': 12.0, '11-2013': 21.0, '7-2013': 16.0, '8-2014': 20.0, '9-2013': 18.0, '1-2013': 27.0, '6-2014': 7.0, '5-2013': 15.0, '12-2013': 15.0, '11-2014': 14.0, '8-2015': 12.0, '4-2015': 10.0, '2-2015': 6.0, '1-2014': 19.0, '10-2014': 9.0, '5-2014': 5.0, '10-2013': 23.0, '9-2015': 14.0, '3-2013': 29.0, '3-2015': 4.0, '2-2014': 15.0, '4-2013': 19.0, '6-2013': 14.0, '2-2013': 26.0, '6-2015': 8.0, '1-2015': 6.0}
070715;17.9515484848;{'12-2014': 16.0, '7-2014': 9.0, '8-2013': 6.0, '5-2015': 15.0, '9-2014': 21.0, '4-2014': 33.0, '7-2015': 17.0, '3-2014': 17.0, '11-2013': 11.0, '7-2013': 10.0, '8-2014': 20.0, '9-2013': 4.0, '1-2013': 13.0, '6-2014': 21.0, '5-2013': 10.0, '12-2013': 3.0, '11-2014': 14.0, '8-2015': 14.0, '4-2015': 18.0, '2-2015': 13.0, '1-2014': 4.0, '10-2014': 29.0, '5-2014': 16.0, '10-2013': 7.0, '9-2015': 7.0, '3-2013': 5.0, '3-2015': 17.0, '2-2014': 19.0, '4-2013': 4.0, '6-2013': 8.0, '2-2013': 2.0, '6-2015': 9.0, '1-2015': 23.0}
001118;1.75612121212;{'12-2014': 3.0, '7-2014': 2.0, '8-2013': 8.0, '5-2015': 4.0, '9-2014': 7.0, '4-2014': 0.0, '7-2015': 5.0, '3-2014': 6.0, '11-2013': 7.0, '7-2013': 4.0, '8-2014': 3.0, '9-2013': 0.0, '1-2013': 5.0, '6-2014': 7.0, '5-2013': 4.0, '12-2013': 4.0, '11-2014': 3.0, '8-2015': 4.0, '4-2015': 2.0, '2-2015': 7.0, '1-2014': 5.0, '10-2014': 1.0, '5-2014': 2.0, '10-2013': 4.0, '9-2015': 7.0, '3-2013': 4.0, '3-2015': 4.0, '2-2014': 3.0, '4-2013': 7.0, '6-2013': 11.0, '2-2013': 6.0, '6-2015': 2.0, '1-2015': 3.0}
181110;0.28715;{'12-2013': 1.0, '12-2014': 1.0, '8-2015': 0.0, '4-2014': 1.0, '7-2015': 2.0, '7-2013': -1.0, '9-2015': 0.0, '5-2014': 0.0, '3-2015': 0.0, '9-2014': 1.0, '2-2013': 1.0, '1-2015': 0.0}
011119;0.923351515152;{'12-2014': 6.0, '7-2014': 2.0, '8-2013': 4.0, '5-2015': 1.0, '9-2014': 3.0, '4-2014': 6.0, '7-2015': 4.0, '3-2014': 5.0, '11-2013': 7.0, '7-2013': 1.0, '8-2014': 2.0, '9-2013': 4.0, '1-2013': 2.0, '6-2014': 1.0, '5-2013': 3.0, '12-2013': 5.0, '11-2014': 7.0, '8-2015': 1.0, '4-2015': 3.0, '2-2015': 3.0, '1-2014': 2.0, '10-2014': 3.0, '5-2014': -1.0, '10-2013': 5.0, '9-2015': 1.0, '3-2013': 2.0, '3-2015': 3.0, '2-2014': 2.0, '4-2013': 3.0, '6-2013': 4.0, '2-2013': 2.0, '6-2015': 3.0, '1-2015': 2.0}
070321;1.09493636364;{'12-2014': 1.0, '7-2014': 0.0, '8-2013': 1.0, '5-2015': 1.0, '9-2014': 5.0, '4-2014': 6.0, '7-2015': 3.0, '3-2014': 3.0, '11-2013': 1.0, '7-2013': -1.0, '8-2014': 0.0, '9-2013': 2.0, '1-2013': 3.0, '6-2014': 4.0, '5-2013': 0.0, '12-2013': 4.0, '11-2014': 2.0, '8-2015': 1.0, '4-2015': 2.0, '2-2015': 1.0, '1-2014': 2.0, '10-2014': 2.0, '5-2014': 4.0, '10-2013': 2.0, '9-2015': 4.0, '3-2013': 2.0, '3-2015': 4.0, '2-2014': 3.0, '4-2013': 5.0, '6-2013': 3.0, '2-2013': 4.0, '6-2015': 2.0, '1-2015': 2.0}
060212;2.55021818182;{'12-2014': 7.0, '7-2014': 11.0, '8-2013': 12.0, '5-2015': 15.0, '9-2014': 17.0, '4-2014': 21.0, '7-2015': 13.0, '3-2014': 19.0, '11-2013': 11.0, '7-2013': 11.0, '8-2014': 11.0, '9-2013': 22.0, '1-2013': 31.0, '6-2014': 14.0, '5-2013': 27.0, '12-2013': 12.0, '11-2014': 10.0, '8-2015': 6.0, '4-2015': 12.0, '2-2015': 7.0, '1-2014': 18.0, '10-2014': 10.0, '5-2014': 13.0, '10-2013': 21.0, '9-2015': 13.0, '3-2013': 32.0, '3-2015': 17.0, '2-2014': 15.0, '4-2013': 12.0, '6-2013': 24.0, '2-2013': 30.0, '6-2015': 8.0, '1-2015': 8.0}
180110;1.07545;{'12-2013': 0.0, '9-2013': 1.0, '1-2014': 0.0, '8-2013': 2.0, '11-2013': 1.0, '7-2013': -1.0, '11-2014': 1.0, '3-2015': 1.0, '2-2014': 1.0, '3-2014': 0.0, '6-2013': 2.0, '10-2013': 0.0}
040319;0.80516;{'3-2014': 1.0, '3-2015': 1.0, '5-2015': 0.0, '2-2014': 1.0, '6-2014': -1.0}
070214;0.962057575758;{'12-2014': 6.0, '7-2014': 7.0, '8-2013': 5.0, '5-2015': 9.0, '9-2014': 5.0, '4-2014': 8.0, '7-2015': 16.0, '3-2014': 5.0, '11-2013': 8.0, '7-2013': 3.0, '8-2014': 4.0, '9-2013': 2.0, '1-2013': 8.0, '6-2014': 6.0, '5-2013': 5.0, '12-2013': 5.0, '11-2014': 5.0, '8-2015': 10.0, '4-2015': 9.0, '2-2015': 1.0, '1-2014': 5.0, '10-2014': 3.0, '5-2014': 3.0, '10-2013': 7.0, '9-2015': 5.0, '3-2013': 6.0, '3-2015': 7.0, '2-2014': 2.0, '4-2013': 6.0, '6-2013': 6.0, '2-2013': 5.0, '6-2015': 7.0, '1-2015': 2.0}
180516;0.328228571429;{'11-2014': 0.0, '3-2013': 0.0, '7-2014': 1.0, '1-2013': 1.0, '10-2014': 1.0, '11-2013': 0.0, '10-2013': 1.0}
020513;0.6367;{'5-2014': 0.0, '4-2014': 1.0}
030516;0.48105625;{'12-2014': 1.0, '9-2013': 0.0, '5-2015': 1.0, '4-2014': 1.0, '6-2013': 0.0, '3-2014': 1.0, '8-2013': 2.0, '10-2013': 0.0, '4-2013': 1.0, '5-2014': 1.0, '7-2014': 1.0, '8-2014': 0.0, '4-2015': 1.0, '6-2014': 0.0, '5-2013': 1.0, '1-2015': 1.0}
001322;2.13074242424;{'12-2014': 3.0, '7-2014': 4.0, '8-2013': 5.0, '5-2015': 7.0, '9-2014': 8.0, '4-2014': 4.0, '7-2015': 1.0, '3-2014': 1.0, '11-2013': 1.0, '7-2013': 1.0, '8-2014': 5.0, '9-2013': 7.0, '1-2013': 2.0, '6-2014': 2.0, '5-2013': 1.0, '12-2013': 7.0, '11-2014': 0.0, '8-2015': 3.0, '4-2015': 2.0, '2-2015': 1.0, '1-2014': 6.0, '10-2014': 3.0, '5-2014': 4.0, '10-2013': 5.0, '9-2015': 3.0, '3-2013': 5.0, '3-2015': 5.0, '2-2014': 4.0, '4-2013': -1.0, '6-2013': 4.0, '2-2013': 3.0, '6-2015': 1.0, '1-2015': 3.0}
190314;0.311561111111;{'2-2015': 0.0, '8-2015': 0.0, '1-2013': 2.0, '11-2014': 1.0, '7-2015': 1.0, '4-2013': -1.0, '8-2014': 0.0, '10-2014': 0.0, '3-2013': 2.0, '1-2015': 1.0, '9-2015': 1.0, '5-2014': 1.0, '7-2014': 2.0, '3-2014': 1.0, '9-2014': 2.0, '2-2013': 3.0, '6-2014': 0.0, '5-2013': 0.0}
041013;1.01039393939;{'12-2014': 11.0, '7-2014': -1.0, '8-2013': 7.0, '5-2015': 1.0, '9-2014': 3.0, '4-2014': 5.0, '7-2015': 4.0, '3-2014': 4.0, '11-2013': 6.0, '7-2013': 5.0, '8-2014': 3.0, '9-2013': 8.0, '1-2013': 3.0, '6-2014': 6.0, '5-2013': 4.0, '12-2013': 8.0, '11-2014': 6.0, '8-2015': 2.0, '4-2015': 4.0, '2-2015': 2.0, '1-2014': 3.0, '10-2014': 5.0, '5-2014': 3.0, '10-2013': 6.0, '9-2015': 6.0, '3-2013': 2.0, '3-2015': 2.0, '2-2014': 0.0, '4-2013': 8.0, '6-2013': 4.0, '2-2013': 8.0, '6-2015': 1.0, '1-2015': 0.0}
010213;0.6112;{'2-2015': 0.0, '8-2014': 1.0, '6-2013': 1.0, '9-2014': 1.0, '10-2014': 1.0, '1-2015': 0.0, '7-2013': 0.0}
060218;1.57618484848;{'12-2014': 11.0, '7-2014': 7.0, '8-2013': 5.0, '5-2015': 12.0, '9-2014': 9.0, '4-2014': 17.0, '7-2015': 4.0, '3-2014': 7.0, '11-2013': 7.0, '7-2013': 9.0, '8-2014': 11.0, '9-2013': 14.0, '1-2013': 9.0, '6-2014': 7.0, '5-2013': 13.0, '12-2013': 8.0, '11-2014': 14.0, '8-2015': 6.0, '4-2015': 7.0, '2-2015': 8.0, '1-2014': 11.0, '10-2014': 9.0, '5-2014': 4.0, '10-2013': 16.0, '9-2015': 14.0, '3-2013': 18.0, '3-2015': 8.0, '2-2014': 14.0, '4-2013': 17.0, '6-2013': 8.0, '2-2013': 9.0, '6-2015': 9.0, '1-2015': 10.0}
051015;0.3202;{'2-2015': 1.0, '4-2015': 0.0, '8-2013': -1.0, '1-2013': 1.0, '2-2013': -1.0, '7-2013': 1.0}
031120;0.483933333333;{'1-2013': 1.0, '2-2013': 0.0, '3-2013': 0.0}
190916;nan;{}
070310;0.30565;{'8-2015': 1.0, '9-2013': 1.0, '4-2014': 0.0, '4-2013': -1.0, '8-2014': -1.0, '3-2013': 1.0, '9-2015': 0.0, '5-2014': 1.0, '7-2014': 1.0, '3-2014': 1.0, '9-2014': 0.0, '10-2013': -1.0}
060613;0.174037037037;{'2-2015': 0.0, '8-2013': 0.0, '5-2015': 1.0, '7-2015': 0.0, '3-2014': 1.0, '7-2013': 0.0, '8-2014': 1.0, '4-2015': 1.0, '9-2014': 1.0, '10-2013': 3.0, '5-2013': 1.0, '12-2013': -1.0, '11-2014': 1.0, '7-2014': -1.0, '9-2013': -1.0, '1-2014': 1.0, '10-2014': 1.0, '5-2014': 1.0, '6-2014': 1.0, '9-2015': 1.0, '3-2013': 1.0, '3-2015': 0.0, '2-2014': 0.0, '4-2013': 3.0, '6-2013': 2.0, '6-2015': 0.0, '1-2015': 1.0}
041016;0.744783333333;{'12-2013': 1.0, '12-2014': 1.0, '8-2015': 2.0, '1-2013': 1.0, '8-2013': 1.0, '10-2014': 0.0, '7-2013': 0.0, '3-2013': 0.0, '8-2014': 1.0, '9-2014': 1.0, '2-2013': 3.0, '10-2013': 1.0}
140817;0.510103030303;{'12-2014': 1.0, '7-2014': 3.0, '8-2013': 1.0, '5-2015': 1.0, '9-2014': 0.0, '4-2014': 0.0, '7-2015': 3.0, '3-2014': 0.0, '11-2013': 1.0, '7-2013': 2.0, '8-2014': 3.0, '9-2013': 6.0, '1-2013': 4.0, '6-2014': 3.0, '5-2013': 1.0, '12-2013': 2.0, '11-2014': 2.0, '8-2015': 4.0, '4-2015': 2.0, '2-2015': 3.0, '1-2014': 2.0, '10-2014': 1.0, '5-2014': 3.0, '10-2013': 0.0, '9-2015': 3.0, '3-2013': 1.0, '3-2015': 1.0, '2-2014': 5.0, '4-2013': 3.0, '6-2013': 2.0, '2-2013': 2.0, '6-2015': 2.0, '1-2015': 2.0}
040812;0.54225;{'12-2014': 2.0, '7-2014': 1.0, '8-2013': -1.0, '5-2015': 2.0, '9-2014': 0.0, '4-2014': 2.0, '6-2013': 4.0, '3-2014': 1.0, '7-2013': 2.0, '8-2014': 2.0, '9-2013': 1.0, '1-2013': 2.0, '6-2014': 0.0, '5-2013': 4.0, '12-2013': 3.0, '11-2014': 2.0, '8-2015': 1.0, '4-2015': 2.0, '2-2015': 1.0, '1-2014': 0.0, '10-2014': 3.0, '5-2014': 4.0, '10-2013': 2.0, '9-2015': 0.0, '3-2013': 2.0, '3-2015': 1.0, '2-2014': 2.0, '4-2013': 0.0, '2-2013': 1.0, '6-2015': 0.0}
140518;0.19145;{'8-2015': 0.0, '9-2013': 0.0, '7-2015': 1.0, '1-2014': 1.0, '8-2014': 0.0, '10-2014': 0.0, '7-2014': 1.0, '8-2013': 1.0, '6-2013': 1.0, '1-2013': 1.0, '2-2013': 0.0, '9-2014': 1.0}
041020;0.763051851852;{'12-2014': 1.0, '8-2013': 1.0, '7-2014': 0.0, '9-2014': 1.0, '4-2014': 0.0, '7-2015': 1.0, '3-2014': 2.0, '11-2013': 2.0, '7-2013': -1.0, '8-2014': 1.0, '4-2015': -1.0, '1-2013': 1.0, '6-2014': 1.0, '5-2013': 2.0, '12-2013': 2.0, '9-2013': 1.0, '4-2013': 1.0, '10-2014': 1.0, '10-2013': 1.0, '9-2015': 2.0, '3-2015': 1.0, '2-2014': 2.0, '1-2014': 1.0, '6-2013': 3.0, '2-2013': 0.0, '6-2015': 2.0, '1-2015': 1.0}
140524;0.339848;{'12-2014': 1.0, '1-2013': 0.0, '5-2015': 0.0, '2-2015': 0.0, '7-2015': 1.0, '8-2013': 1.0, '11-2013': 1.0, '7-2013': 1.0, '8-2014': 1.0, '6-2013': 3.0, '9-2014': 5.0, '6-2014': 0.0, '5-2013': 0.0, '12-2013': 2.0, '8-2015': 1.0, '4-2015': 2.0, '4-2013': 1.0, '10-2014': 0.0, '10-2013': 1.0, '11-2014': 2.0, '5-2014': 1.0, '7-2014': 1.0, '2-2013': 0.0, '6-2015': 0.0, '1-2015': 1.0}
151112;0.3214;{'11-2014': 0.0, '8-2015': 1.0, '7-2014': 1.0, '1-2013': 1.0, '10-2014': 1.0, '9-2014': -1.0}
020119;nan;{}
050713;nan;{}
001117;1.291478125;{'12-2014': 4.0, '7-2014': 3.0, '8-2013': 3.0, '5-2015': 6.0, '4-2014': 1.0, '7-2015': 3.0, '3-2014': 2.0, '11-2013': 4.0, '7-2013': 8.0, '8-2014': 2.0, '9-2013': 3.0, '1-2013': 4.0, '6-2014': 2.0, '5-2013': 1.0, '12-2013': 3.0, '11-2014': 4.0, '8-2015': 2.0, '4-2015': 2.0, '2-2015': 2.0, '1-2014': 1.0, '10-2014': 7.0, '5-2014': 3.0, '10-2013': 6.0, '9-2015': 6.0, '3-2013': 3.0, '3-2015': 3.0, '2-2014': 2.0, '4-2013': 2.0, '6-2013': 3.0, '2-2013': 3.0, '6-2015': 3.0, '1-2015': 3.0}
180112;1.96122916667;{'12-2014': 0.0, '1-2013': 0.0, '4-2014': 0.0, '7-2015': 6.0, '8-2013': 6.0, '11-2013': 0.0, '7-2013': 2.0, '8-2014': 10.0, '9-2014': 3.0, '6-2014': 2.0, '5-2013': 0.0, '12-2013': 0.0, '9-2015': 3.0, '8-2015': 5.0, '9-2013': 6.0, '2-2015': 0.0, '1-2014': 1.0, '10-2014': 1.0, '10-2013': 1.0, '11-2014': 0.0, '7-2014': 4.0, '4-2013': 1.0, '2-2013': 0.0, '1-2015': 0.0}
001150;nan;{}
170312;nan;{}
190313;0.536251724138;{'12-2014': -1.0, '7-2014': 2.0, '5-2015': 0.0, '9-2014': 1.0, '4-2014': 1.0, '7-2015': 7.0, '3-2014': 2.0, '11-2013': 3.0, '7-2013': 4.0, '8-2014': 1.0, '9-2013': 1.0, '1-2013': 1.0, '6-2014': 1.0, '12-2013': 2.0, '11-2014': 1.0, '8-2015': 1.0, '4-2015': 3.0, '2-2015': 1.0, '1-2014': 1.0, '10-2014': 2.0, '10-2013': 1.0, '9-2015': 1.0, '5-2014': 1.0, '2-2014': 0.0, '4-2013': 1.0, '6-2013': 0.0, '2-2013': 2.0, '6-2015': 0.0, '1-2015': 1.0}
180521;1.8692;{'12-2014': 1.0}
061319;0.6828625;{'9-2015': 0.0, '8-2015': 2.0, '9-2013': 1.0, '7-2014': 1.0, '8-2013': 1.0, '10-2014': 0.0, '10-2013': -1.0, '11-2013': 0.0}
001320;4.49628787879;{'12-2014': 10.0, '7-2014': 9.0, '8-2013': 9.0, '5-2015': 20.0, '9-2014': 10.0, '4-2014': 1.0, '7-2015': 10.0, '3-2014': 7.0, '11-2013': 8.0, '7-2013': 11.0, '8-2014': 6.0, '9-2013': 11.0, '1-2013': 8.0, '6-2014': 9.0, '5-2013': 13.0, '12-2013': 10.0, '11-2014': 5.0, '8-2015': 15.0, '4-2015': 7.0, '2-2015': 7.0, '1-2014': 13.0, '10-2014': 12.0, '5-2014': 7.0, '10-2013': 9.0, '9-2015': 7.0, '3-2013': 14.0, '3-2015': 10.0, '2-2014': 5.0, '4-2013': 8.0, '6-2013': 15.0, '2-2013': 20.0, '6-2015': 13.0, '1-2015': 7.0}
140813;0.327526315789;{'12-2014': 1.0, '9-2013': 1.0, '2-2014': 1.0, '4-2014': 0.0, '6-2013': 1.0, '1-2014': 0.0, '8-2013': 0.0, '11-2013': 1.0, '7-2013': 1.0, '10-2013': 1.0, '3-2013': 1.0, '7-2014': 0.0, '8-2014': 1.0, '4-2015': 0.0, '9-2014': -2.0, '6-2015': 1.0, '6-2014': 2.0, '5-2013': 0.0, '1-2015': 0.0}
040920;0.688490909091;{'12-2014': 5.0, '7-2014': 1.0, '8-2013': 1.0, '5-2015': -2.0, '9-2014': 3.0, '4-2014': 1.0, '7-2015': 0.0, '3-2014': 2.0, '11-2013': 3.0, '7-2013': 1.0, '8-2014': 3.0, '9-2013': 4.0, '1-2013': 0.0, '6-2014': 0.0, '5-2013': 2.0, '12-2013': 1.0, '11-2014': 3.0, '8-2015': 1.0, '4-2015': 2.0, '2-2015': 2.0, '1-2014': 1.0, '10-2014': 3.0, '5-2014': 6.0, '10-2013': 3.0, '9-2015': 1.0, '3-2013': 3.0, '3-2015': 2.0, '2-2014': 0.0, '4-2013': 1.0, '6-2013': 1.0, '2-2013': 1.0, '6-2015': 2.0, '1-2015': 0.0}
010410;0.812553846154;{'8-2013': 0.0, '5-2015': 3.0, '7-2015': -1.0, '3-2014': -1.0, '11-2013': 2.0, '7-2013': 2.0, '8-2014': 0.0, '6-2013': 3.0, '9-2014': 1.0, '10-2013': 3.0, '5-2013': 0.0, '12-2013': 1.0, '9-2015': 3.0, '7-2014': 1.0, '9-2013': 1.0, '1-2014': 1.0, '10-2014': 2.0, '3-2013': 4.0, '11-2014': 0.0, '5-2014': 1.0, '3-2015': 0.0, '2-2014': 1.0, '4-2013': 0.0, '2-2013': 3.0, '6-2015': 0.0, '1-2015': 2.0}
161616;0.413404545455;{'1-2013': 1.0, '4-2014': 0.0, '7-2015': 1.0, '3-2014': 1.0, '11-2013': 0.0, '7-2013': 0.0, '8-2014': 2.0, '6-2013': 2.0, '9-2014': 0.0, '6-2014': 1.0, '12-2013': 0.0, '8-2015': 2.0, '9-2013': 0.0, '4-2013': -2.0, '10-2013': 1.0, '9-2015': 1.0, '3-2013': 1.0, '7-2014': 2.0, '8-2013': 2.0, '1-2014': 0.0, '2-2013': 2.0, '6-2015': 1.0}
190310;nan;{}
040321;0.464776;{'2-2015': 1.0, '1-2013': 0.0, '5-2015': 0.0, '4-2014': 1.0, '3-2014': 1.0, '11-2013': 2.0, '7-2013': 2.0, '9-2013': 4.0, '9-2014': 2.0, '6-2014': -1.0, '5-2013': 0.0, '12-2013': 1.0, '8-2015': 1.0, '4-2015': 2.0, '1-2014': 0.0, '10-2014': -1.0, '10-2013': 2.0, '11-2014': 0.0, '3-2013': 0.0, '3-2015': 2.0, '2-2014': 0.0, '4-2013': 1.0, '2-2013': 2.0, '6-2015': 2.0, '1-2015': 2.0}
031013;0.3988;{'8-2015': 0.0, '5-2015': 1.0, '2-2014': 1.0, '4-2013': 1.0, '7-2015': 1.0, '3-2014': -1.0, '6-2015': 1.0}
040611;0.407509677419;{'12-2014': -1.0, '1-2013': 4.0, '8-2013': 2.0, '7-2014': 4.0, '4-2014': 1.0, '7-2015': 2.0, '3-2014': 0.0, '11-2013': 4.0, '7-2013': 2.0, '8-2014': 1.0, '6-2013': 0.0, '9-2014': 5.0, '6-2014': 5.0, '5-2013': 3.0, '12-2013': 4.0, '11-2014': 1.0, '8-2015': 4.0, '9-2013': 1.0, '2-2015': 2.0, '1-2014': 1.0, '10-2014': 1.0, '5-2014': 1.0, '10-2013': 2.0, '9-2015': 1.0, '3-2013': 2.0, '3-2015': 1.0, '2-2014': 2.0, '4-2013': 0.0, '2-2013': 3.0, '6-2015': 1.0, '1-2015': 0.0}
161011;0.0;{'7-2015': 1.0, '8-2015': -1.0}
061216;0.275855555556;{'12-2014': 2.0, '1-2013': 0.0, '8-2013': 5.0, '5-2015': 2.0, '4-2014': 0.0, '7-2015': 1.0, '3-2014': 1.0, '11-2013': 4.0, '7-2013': 3.0, '7-2014': 2.0, '8-2014': 2.0, '6-2013': 0.0, '9-2014': 1.0, '10-2013': 2.0, '5-2013': 2.0, '12-2013': 0.0, '8-2015': 0.0, '9-2013': 1.0, '2-2015': 2.0, '4-2013': 1.0, '5-2014': 0.0, '3-2013': 1.0, '2-2014': 1.0, '1-2014': 1.0, '2-2013': 1.0, '6-2015': 2.0, '1-2015': 0.0}
050711;0.355621428571;{'12-2014': 0.0, '1-2013': 1.0, '4-2015': 1.0, '2-2014': 1.0, '4-2014': 1.0, '7-2015': -1.0, '11-2014': 1.0, '5-2014': -1.0, '3-2015': 2.0, '7-2014': 2.0, '9-2014': 0.0, '6-2015': 0.0, '6-2014': 2.0, '5-2015': 1.0}
030810;nan;{}
010322;0.254;{'7-2015': 1.0, '9-2015': 0.0, '8-2015': 0.0}
020612;0.5667;{'1-2014': 1.0, '2-2014': 0.0}
161419;0.211465217391;{'12-2014': 1.0, '9-2014': -1.0, '4-2014': 1.0, '3-2014': 1.0, '7-2013': 0.0, '8-2014': 1.0, '6-2013': 0.0, '1-2013': 2.0, '6-2014': 0.0, '5-2013': 1.0, '12-2013': 2.0, '9-2013': 1.0, '2-2015': -1.0, '1-2014': 1.0, '10-2014': 1.0, '10-2013': 0.0, '11-2014': 1.0, '3-2013': 1.0, '7-2014': 1.0, '4-2013': 1.0, '2-2013': 1.0, '6-2015': 0.0, '1-2015': 2.0}
050218;0.252183333333;{'12-2014': 1.0, '7-2014': 5.0, '5-2015': 0.0, '4-2014': 2.0, '7-2015': 0.0, '3-2014': 0.0, '11-2013': 2.0, '7-2013': -2.0, '8-2014': 1.0, '6-2013': 1.0, '1-2013': 2.0, '9-2014': 3.0, '5-2013': 1.0, '12-2013': 1.0, '11-2014': 0.0, '8-2015': 1.0, '4-2015': 4.0, '2-2015': 1.0, '4-2013': 1.0, '10-2014': 0.0, '5-2014': 1.0, '6-2014': 0.0, '9-2015': 1.0, '3-2013': 0.0, '3-2015': 0.0, '2-2014': 2.0, '2-2013': 1.0, '6-2015': 0.0, '1-2015': 1.0, '10-2013': 2.0}
031114;nan;{}
160716;0.232618181818;{'12-2013': -1.0, '11-2014': 1.0, '9-2013': -1.0, '7-2013': 1.0, '7-2014': 1.0, '8-2014': 0.0, '8-2013': 1.0, '9-2014': 1.0, '10-2014': 1.0, '11-2013': 1.0, '12-2014': -1.0}
001323;0.505142307692;{'12-2014': 1.0, '7-2014': 0.0, '5-2015': 3.0, '4-2014': 1.0, '7-2015': 0.0, '8-2013': 0.0, '11-2013': 2.0, '7-2013': 2.0, '8-2014': 1.0, '9-2013': 2.0, '9-2014': 2.0, '10-2013': 0.0, '5-2013': 0.0, '12-2013': 0.0, '8-2015': 0.0, '4-2015': 1.0, '2-2015': 2.0, '4-2013': 0.0, '10-2014': 0.0, '5-2014': 2.0, '6-2014': 0.0, '3-2013': 1.0, '3-2015': 0.0, '2-2014': 1.0, '2-2013': 1.0, '6-2015': 1.0}
040314;0.467814285714;{'12-2013': 1.0, '4-2015': 1.0, '5-2015': 0.0, '6-2013': 1.0, '3-2014': 1.0, '10-2013': 1.0, '11-2014': 1.0, '4-2013': 2.0, '7-2014': 1.0, '8-2014': 1.0, '9-2013': 1.0, '9-2014': 0.0, '1-2015': 0.0, '5-2013': 0.0}
